name,type,img_url,relaxed,happy,euphoric,uplifted,sleepy,creative,energetic,focused,hungry,terpene_profile
VOTS AZ Super Sour OG,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,60.0,73.0,40.0,66.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Chupacabra,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,66.0,83.0,50.0,55.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Wonka's Bubblicious,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,35.0,62.0,57.0,57.0,0.0,42.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Kush Cleaner,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,50.0,28.0,35.0,0.0,21.0,0.0,0.0,0.0,21.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Orange Wreck,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,36.0,63.0,45.0,36.0,0.0,54.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Good Medicine,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,62.0,44.0,0.0,34.0,0.0,0.0,31.0,31.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
City of God,Hybrid,https://images.leafly.com/flower-images/city-of-god.jpg,0.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Atomical Haze,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,58.0,66.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Royal Tree Sherbet,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Golden Gage,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,60.0,80.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Sweet Pure CBD,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,66.0,0.0,33.0,0.0,66.0,33.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Gemstone,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,66.0,73.0,53.0,0.0,0.0,0.0,0.0,33.0,40.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
A-10,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,35.0,43.0,24.0,24.0,38.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Huckleberry Cough,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,66.0,66.0,66.0,66.0,0.0,55.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Sweet Deep Grapefruit,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,83.0,50.0,38.0,0.0,55.0,0.0,0.0,0.0,50.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Sour Lemons,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,50.0,100.0,50.0,0.0,0.0,0.0,50.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Daywalker,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,50.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Ruby Rose,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,50.0,0.0,50.0,0.0,0.0,50.0,0.0,50.0,50.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
NL5 Haze Mist,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,80.0,0.0,100.0,80.0,0.0,0.0,60.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Citradelic Cookies,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Dream Machine,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,60.0,60.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Afghan Big Bud,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,57.0,63.0,42.0,0.0,31.0,0.0,0.0,31.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Toxic Punch,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,90.0,60.0,50.0,0.0,0.0,60.0,0.0,70.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Tangelo Kush,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,100.0,0.0,0.0,33.0,66.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Dick Cheese,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Dopium,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,42.0,38.0,57.0,42.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Purple Sage ,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,25.0,0.0,50.0,25.0,25.0,37.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
West Coast Dawg,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,66.0,0.0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Kelly Hill Gold,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,60.0,100.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Skunky Diesel,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,27.0,38.0,0.0,44.0,0.0,0.0,0.0,0.0,27.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Blackberry Lime Haze,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,69.0,52.0,60.0,0.0,0.0,56.0,47.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Silver Nina,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Blue OG Sherbert,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,0.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Bango,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,100.0,0.0,0.0,100.0,66.0,0.0,0.0,100.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Banana Peel,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,72.0,45.0,54.0,45.0,18.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Sky Lotus,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,50.0,40.0,50.0,0.0,30.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Boomtown,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,50.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Black Velvet,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,42.0,42.0,31.0,0.0,42.0,0.0,0.0,0.0,42.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Wonder Woman OG,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,37.0,31.0,59.0,0.0,34.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Kerala,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,50.0,0.0,0.0,0.0,50.0,100.0,0.0,100.0,50.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Lion’s Milk,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,100.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Marley's Collie,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,83.0,66.0,0.0,50.0,0.0,66.0,0.0,50.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Titan's Haze,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,100.0,0.0,50.0,0.0,0.0,100.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Total Paralysis,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Quad Dawg,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,50.0,75.0,75.0,75.0,0.0,100.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Kiss,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,0.0,33.0,0.0,50.0,33.0,0.0,33.0,50.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Strawberry Durban Diesel,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,40.0,40.0,0.0,80.0,0.0,0.0,0.0,60.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Kaia Kush,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,78.0,71.0,35.0,57.0,0.0,0.0,0.0,42.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Little Dragon,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,75.0,75.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Blue Iguana,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,33.0,50.0,33.0,50.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Copper Kush,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,100.0,42.0,71.0,42.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Opal OG Kush,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,69.0,38.0,76.0,0.0,30.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Diamond Valley Kush,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,57.0,42.0,0.0,42.0,28.0,0.0,0.0,28.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Peachy Mack,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,50.0,0.0,50.0,0.0,0.0,75.0,50.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Bianca,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,71.0,0.0,28.0,28.0,42.0,0.0,0.0,0.0,28.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
P-51,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,42.0,0.0,31.0,36.0,0.0,0.0,31.0,31.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Or,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,65.0,55.0,40.0,0.0,40.0,0.0,0.0,0.0,70.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Pink Pez,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,40.0,70.0,60.0,40.0,40.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Alien Inferno,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,46.0,69.0,46.0,46.0,0.0,46.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Ol' Betsy,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,100.0,0.0,100.0,0.0,0.0,0.0,50.0,100.0,50.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
OG Purple Fire Thai,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
White Dragon,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,71.0,50.0,0.0,0.0,35.0,0.0,0.0,0.0,50.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Holy Ghost,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,81.0,43.0,62.0,25.0,0.0,0.0,0.0,0.0,50.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Chicle,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,25.0,50.0,0.0,0.0,0.0,25.0,50.0,50.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Mt. Rainier,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,80.0,70.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Blueberry Silvertip,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,63.0,59.0,38.0,47.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Paris XXX,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,60.0,0.0,0.0,80.0,0.0,100.0,80.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Dream Girl,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,66.0,0.0,33.0,0.0,0.0,50.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Morning Star,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,40.0,54.0,54.0,0.0,0.0,31.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Hawaiian Duckfoot,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,66.0,0.0,66.0,100.0,0.0,66.0,66.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Yogi Diesel,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,50.0,66.0,66.0,0.0,50.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
